fecha,entidad,tipo_entidad,tipo_indicador,nombre,valor,fuente_endpoint
2015-01-01,Banco de Reservas,BM,morosidad,Índice Riesgo Crédito,0.073049,indicadores_morosidad
2015-01-01,BHD León,BM,principales,ROA,0.019708,indicadores_principales
2015-01-01,BHD León,BM,principales,ROE,0.180298,indicadores_principales
2015-01-01,BHD León,BM,principales,Eficiencia Operacional,0.483506,indicadores_principales
2015-01-01,BHD León,BM,principales,Liquidez Inmediata,0.221343,indicadores_principales
2015-01-01,BHD León,BM,principales,Cobertura de Cartera,1.432402,indicadores_principales
2015-01-01,BHD León,BM,financieros,Margen de Intermediación,0.083415,indicadores_financieros
2015-01-01,BHD León,BM,financieros,Spread Tasas de Interés,0.072337,indicadores_financieros
2015-01-01,BHD León,BM,financieros,Activos Improductivos,0.037704,indicadores_financieros
2015-01-01,BHD León,BM,financieros,Apalancamiento,8.141787,indicadores_financieros
2015-01-01,BHD León,BM,morosidad,Morosidad Simple,0.059608,indicadores_morosidad
2015-01-01,BHD León,BM,morosidad,Morosidad Estresada,0.093115,indicadores_morosidad
2015-01-01,BHD León,BM,morosidad,Índice Riesgo Crédito,0.07324,indicadores_morosidad
2015-01-01,Scotiabank RD,BM,principales,ROA,0.018174,indicadores_principales
2015-01-01,Scotiabank RD,BM,principales,ROE,0.157718,indicadores_principales
2015-01-01,Scotiabank RD,BM,principales,Eficiencia Operacional,0.526434,indicadores_principales
2015-01-01,Scotiabank RD,BM,principales,Liquidez Inmediata,0.206957,indicadores_principales
2015-01-01,Scotiabank RD,BM,principales,Cobertura de Cartera,1.477967,indicadores_principales
2015-01-01,Scotiabank RD,BM,financieros,Margen de Intermediación,0.085346,indicadores_financieros
2015-01-01,Scotiabank RD,BM,financieros,Spread Tasas de Interés,0.071059,indicadores_financieros
2015-01-01,Scotiabank RD,BM,financieros,Activos Improductivos,0.038644,indicadores_financieros
2015-01-01,Scotiabank RD,BM,financieros,Apalancamiento,8.664936,indicadores_financieros
2015-01-01,Scotiabank RD,BM,morosidad,Morosidad Simple,0.060444,indicadores_morosidad
2015-01-01,Scotiabank RD,BM,morosidad,Morosidad Estresada,0.091359,indicadores_morosidad
2015-01-01,Scotiabank RD,BM,morosidad,Índice Riesgo Crédito,0.07232,indicadores_morosidad
2015-01-01,Banesco,BM,principales,ROA,0.017856,indicadores_principales
2015-01-01,Banesco,BM,principales,ROE,0.150087,indicadores_principales
2015-01-01,Banesco,BM,principales,Eficiencia Operacional,0.495818,indicadores_principales
2015-01-01,Banesco,BM,principales,Liquidez Inmediata,0.25244,indicadores_principales
2015-01-01,Banesco,BM,principales,Cobertura de Cartera,1.408475,indicadores_principales
2015-01-01,Banesco,BM,financieros,Margen de Intermediación,0.081883,indicadores_financieros
2015-01-01,Banesco,BM,financieros,Spread Tasas de Interés,0.068465,indicadores_financieros
2015-01-01,Banesco,BM,financieros,Activos Improductivos,0.038944,indicadores_financieros
2015-01-01,Banesco,BM,financieros,Apalancamiento,8.217547,indicadores_financieros
2015-01-01,Banesco,BM,morosidad,Morosidad Simple,0.06004,indicadores_morosidad
2015-01-01,Banesco,BM,morosidad,Morosidad Estresada,0.090969,indicadores_morosidad
2015-01-01,Banesco,BM,morosidad,Índice Riesgo Crédito,0.07311,indicadores_morosidad
2015-01-01,Citibank RD,BM,principales,ROA,0.018455,indicadores_principales
2015-01-01,Citibank RD,BM,principales,ROE,0.171576,indicadores_principales
2015-01-01,Citibank RD,BM,principales,Eficiencia Operacional,0.508606,indicadores_principales
2015-01-01,Citibank RD,BM,principales,Liquidez Inmediata,0.207054,indicadores_principales
2015-01-01,Citibank RD,BM,principales,Cobertura de Cartera,1.542991,indicadores_principales
2015-01-01,Citibank RD,BM,financieros,Margen de Intermediación,0.085516,indicadores_financieros
2015-01-01,Citibank RD,BM,financieros,Spread Tasas de Interés,0.071668,indicadores_financieros
2015-01-01,Citibank RD,BM,financieros,Activos Improductivos,0.035322,indicadores_financieros
2015-01-01,Citibank RD,BM,financieros,Apalancamiento,8.797105,indicadores_financieros
2015-01-01,Citibank RD,BM,morosidad,Morosidad Simple,0.060428,indicadores_morosidad
2015-01-01,Citibank RD,BM,morosidad,Morosidad Estresada,0.091078,indicadores_morosidad
2015-01-01,Citibank RD,BM,morosidad,Índice Riesgo Crédito,0.073175,indicadores_morosidad
2015-01-01,Banco Santa Cruz,BM,principales,ROA,0.0185,indicadores_principales
2015-01-01,Banco Santa Cruz,BM,principales,ROE,0.157501,indicadores_principales
2015-01-01,Banco Santa Cruz,BM,principales,Eficiencia Operacional,0.552834,indicadores_principales
2015-01-01,Banco Santa Cruz,BM,principales,Liquidez Inmediata,0.196128,indicadores_principales
2015-01-01,Banco Santa Cruz,BM,principales,Cobertura de Cartera,1.420717,indicadores_principales
2015-01-01,Banco Santa Cruz,BM,financieros,Margen de Intermediación,0.087507,indicadores_financieros
2015-01-01,Banco Santa Cruz,BM,financieros,Spread Tasas de Interés,0.073181,indicadores_financieros
2015-01-01,Banco Santa Cruz,BM,financieros,Activos Improductivos,0.037401,indicadores_financieros
2015-01-01,Banco Santa Cruz,BM,financieros,Apalancamiento,8.657936,indicadores_financieros
2015-01-01,Banco Santa Cruz,BM,morosidad,Morosidad Simple,0.059759,indicadores_morosidad
2015-01-01,Banco Santa Cruz,BM,morosidad,Morosidad Estresada,0.092726,indicadores_morosidad
2015-01-01,Banco Santa Cruz,BM,morosidad,Índice Riesgo Crédito,0.073202,indicadores_morosidad
2015-01-01,Banco López de Haro,BM,principales,ROA,0.020466,indicadores_principales
2015-01-01,Banco López de Haro,BM,principales,ROE,0.178208,indicadores_principales
2015-01-01,Banco López de Haro,BM,principales,Eficiencia Operacional,0.513065,indicadores_principales
2015-01-01,Banco López de Haro,BM,principales,Liquidez Inmediata,0.186286,indicadores_principales
2015-01-01,Banco López de Haro,BM,principales,Cobertura de Cartera,1.403183,indicadores_principales
2015-01-01,Banco López de Haro,BM,financieros,Margen de Intermediación,0.08524,indicadores_financieros
2015-01-01,Banco López de Haro,BM,financieros,Spread Tasas de Interés,0.069712,indicadores_financieros
2015-01-01,Banco López de Haro,BM,financieros,Activos Improductivos,0.04132,indicadores_financieros
2015-01-01,Banco López de Haro,BM,financieros,Apalancamiento,8.435118,indicadores_financieros
2015-01-01,Banco López de Haro,BM,morosidad,Morosidad Simple,0.057386,indicadores_morosidad
2015-01-01,Banco López de Haro,BM,morosidad,Morosidad Estresada,0.092812,indicadores_morosidad
2015-01-01,Banco López de Haro,BM,morosidad,Índice Riesgo Crédito,0.075518,indicadores_morosidad
2015-01-01,JMMB Bank,BM,principales,ROA,0.019058,indicadores_principales
2015-01-01,JMMB Bank,BM,principales,ROE,0.15676,indicadores_principales
2015-01-01,JMMB Bank,BM,principales,Eficiencia Operacional,0.487991,indicadores_principales
2015-01-01,JMMB Bank,BM,principales,Liquidez Inmediata,0.230985,indicadores_principales
2015-01-01,JMMB Bank,BM,principales,Cobertura de Cartera,1.515601,indicadores_principales
2015-01-01,JMMB Bank,BM,financieros,Margen de Intermediación,0.090234,indicadores_financieros
2015-01-01,JMMB Bank,BM,financieros,Spread Tasas de Interés,0.069684,indicadores_financieros
2015-01-01,JMMB Bank,BM,financieros,Activos Improductivos,0.035025,indicadores_financieros
2015-01-01,JMMB Bank,BM,financieros,Apalancamiento,8.311846,indicadores_financieros
2015-01-01,JMMB Bank,BM,morosidad,Morosidad Simple,0.058005,indicadores_morosidad
2015-01-01,JMMB Bank,BM,morosidad,Morosidad Estresada,0.091344,indicadores_morosidad
2015-01-01,JMMB Bank,BM,morosidad,Índice Riesgo Crédito,0.072901,indicadores_morosidad
2015-01-01,Banco Vimenca,BM,principales,ROA,0.015865,indicadores_principales
2015-01-01,Banco Vimenca,BM,principales,ROE,0.176583,indicadores_principales
2015-01-01,Banco Vimenca,BM,principales,Eficiencia Operacional,0.53928,indicadores_principales
2015-01-01,Banco Vimenca,BM,principales,Liquidez Inmediata,0.244034,indicadores_principales
2015-01-01,Banco Vimenca,BM,principales,Cobertura de Cartera,1.377891,indicadores_principales
2015-01-01,Banco Vimenca,BM,financieros,Margen de Intermediación,0.08848,indicadores_financieros
2015-01-01,Banco Vimenca,BM,financieros,Spread Tasas de Interés,0.07285,indicadores_financieros
2015-01-01,Banco Vimenca,BM,financieros,Activos Improductivos,0.038322,indicadores_financieros
2015-01-01,Banco Vimenca,BM,financieros,Apalancamiento,8.46344,indicadores_financieros
2015-01-01,Banco Vimenca,BM,morosidad,Morosidad Simple,0.058747,indicadores_morosidad
2015-01-01,Banco Vimenca,BM,morosidad,Morosidad Estresada,0.094586,indicadores_morosidad
2015-01-01,Banco Vimenca,BM,morosidad,Índice Riesgo Crédito,0.072298,indicadores_morosidad
2015-01-01,Banco del Progreso,BM,principales,ROA,0.018626,indicadores_principales
2015-01-01,Banco del Progreso,BM,principales,ROE,0.164171,indicadores_principales
2015-01-01,Banco del Progreso,BM,principales,Eficiencia Operacional,0.490591,indicadores_principales
2015-01-01,Banco del Progreso,BM,principales,Liquidez Inmediata,0.20797,indicadores_principales
2015-01-01,Banco del Progreso,BM,principales,Cobertura de Cartera,1.464498,indicadores_principales
2015-01-01,Banco del Progreso,BM,financieros,Margen de Intermediación,0.08047,indicadores_financieros
2015-01-01,Banco del Progreso,BM,financieros,Spread Tasas de Interés,0.071818,indicadores_financieros
2015-01-01,Banco del Progreso,BM,financieros,Activos Improductivos,0.031692,indicadores_financieros
2015-01-01,Banco del Progreso,BM,financieros,Apalancamiento,8.847568,indicadores_financieros
2015-01-01,Banco del Progreso,BM,morosidad,Morosidad Simple,0.061378,indicadores_morosidad
2015-01-01,Banco del Progreso,BM,morosidad,Morosidad Estresada,0.096225,indicadores_morosidad
2015-01-01,Banco del Progreso,BM,morosidad,Índice Riesgo Crédito,0.073984,indicadores_morosidad
2015-01-01,Caribe Express Banco,BM,principales,ROA,0.018635,indicadores_principales
2015-01-01,Caribe Express Banco,BM,principales,ROE,0.167195,indicadores_principales
2015-01-01,Caribe Express Banco,BM,principales,Eficiencia Operacional,0.506769,indicadores_principales
2015-01-01,Caribe Express Banco,BM,principales,Liquidez Inmediata,0.189856,indicadores_principales
2015-01-01,Caribe Express Banco,BM,principales,Cobertura de Cartera,1.450753,indicadores_principales
2015-01-01,Caribe Express Banco,BM,financieros,Margen de Intermediación,0.085316,indicadores_financieros
2015-01-01,Caribe Express Banco,BM,financieros,Spread Tasas de Interés,0.073164,indicadores_financieros
2015-01-01,Caribe Express Banco,BM,financieros,Activos Improductivos,0.038865,indicadores_financieros
2015-01-01,Caribe Express Banco,BM,financieros,Apalancamiento,7.937904,indicadores_financieros
2015-01-01,Caribe Express Banco,BM,morosidad,Morosidad Simple,0.060198,indicadores_morosidad
2015-01-01,Caribe Express Banco,BM,morosidad,Morosidad Estresada,0.091562,indicadores_morosidad
2015-01-01,Caribe Express Banco,BM,morosidad,Índice Riesgo Crédito,0.074915,indicadores_morosidad
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,principales,ROA,0.021758,indicadores_principales
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,principales,ROE,0.180012,indicadores_principales
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,principales,Eficiencia Operacional,0.571073,indicadores_principales
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,principales,Liquidez Inmediata,0.227011,indicadores_principales
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,principales,Cobertura de Cartera,1.434641,indicadores_principales
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Margen de Intermediación,0.084882,indicadores_financieros
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Spread Tasas de Interés,0.07601,indicadores_financieros
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Activos Improductivos,0.037294,indicadores_financieros
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Apalancamiento,8.263209,indicadores_financieros
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,morosidad,Morosidad Simple,0.059282,indicadores_morosidad
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,morosidad,Morosidad Estresada,0.094838,indicadores_morosidad
2015-01-01,Asociación Popular de Ahorros y Préstamos,CA,morosidad,Índice Riesgo Crédito,0.072238,indicadores_morosidad
2015-01-01,Asociación Cibao,CA,principales,ROA,0.020812,indicadores_principales
2015-01-01,Asociación Cibao,CA,principales,ROE,0.164084,indicadores_principales
2015-01-01,Asociación Cibao,CA,principales,Eficiencia Operacional,0.516435,indicadores_principales
2015-01-01,Asociación Cibao,CA,principales,Liquidez Inmediata,0.211222,indicadores_principales
2015-01-01,Asociación Cibao,CA,principales,Cobertura de Cartera,1.476944,indicadores_principales
2015-01-01,Asociación Cibao,CA,financieros,Margen de Intermediación,0.085762,indicadores_financieros
2015-01-01,Asociación Cibao,CA,financieros,Spread Tasas de Interés,0.073937,indicadores_financieros
2015-01-01,Asociación Cibao,CA,financieros,Activos Improductivos,0.040205,indicadores_financieros
2015-01-01,Asociación Cibao,CA,financieros,Apalancamiento,8.892099,indicadores_financieros
2015-01-01,Asociación Cibao,CA,morosidad,Morosidad Simple,0.058819,indicadores_morosidad
2015-01-01,Asociación Cibao,CA,morosidad,Morosidad Estresada,0.092494,indicadores_morosidad
2015-01-01,Asociación Cibao,CA,morosidad,Índice Riesgo Crédito,0.076436,indicadores_morosidad
2015-01-01,La Nacional,CA,principales,ROA,0.019481,indicadores_principales
2015-01-01,La Nacional,CA,principales,ROE,0.157943,indicadores_principales
2015-01-01,La Nacional,CA,principales,Eficiencia Operacional,0.52595,indicadores_principales
2015-01-01,La Nacional,CA,principales,Liquidez Inmediata,0.22051,indicadores_principales
2015-01-01,La Nacional,CA,principales,Cobertura de Cartera,1.443531,indicadores_principales
2015-01-01,La Nacional,CA,financieros,Margen de Intermediación,0.084073,indicadores_financieros
2015-01-01,La Nacional,CA,financieros,Spread Tasas de Interés,0.071425,indicadores_financieros
2015-01-01,La Nacional,CA,financieros,Activos Improductivos,0.041932,indicadores_financieros
2015-01-01,La Nacional,CA,financieros,Apalancamiento,8.72271,indicadores_financieros
2015-01-01,La Nacional,CA,morosidad,Morosidad Simple,0.05987,indicadores_morosidad
2015-01-01,La Nacional,CA,morosidad,Morosidad Estresada,0.092597,indicadores_morosidad
2015-01-01,La Nacional,CA,morosidad,Índice Riesgo Crédito,0.071417,indicadores_morosidad
2015-01-01,Romana,CA,principales,ROA,0.019702,indicadores_principales
2015-01-01,Romana,CA,principales,ROE,0.171724,indicadores_principales
2015-01-01,Romana,CA,principales,Eficiencia Operacional,0.519859,indicadores_principales
2015-01-01,Romana,CA,principales,Liquidez Inmediata,0.219274,indicadores_principales
2015-01-01,Romana,CA,principales,Cobertura de Cartera,1.501766,indicadores_principales
2015-01-01,Romana,CA,financieros,Margen de Intermediación,0.084949,indicadores_financieros
2015-01-01,Romana,CA,financieros,Spread Tasas de Interés,0.07056,indicadores_financieros
2015-01-01,Romana,CA,financieros,Activos Improductivos,0.037108,indicadores_financieros
2015-01-01,Romana,CA,financieros,Apalancamiento,8.560607,indicadores_financieros
2015-01-01,Romana,CA,morosidad,Morosidad Simple,0.061874,indicadores_morosidad
2015-01-01,Romana,CA,morosidad,Morosidad Estresada,0.094207,indicadores_morosidad
2015-01-01,Romana,CA,morosidad,Índice Riesgo Crédito,0.074446,indicadores_morosidad
2015-01-01,Mocana,CA,principales,ROA,0.018156,indicadores_principales
2015-01-01,Mocana,CA,principales,ROE,0.159439,indicadores_principales
2015-01-01,Mocana,CA,principales,Eficiencia Operacional,0.514622,indicadores_principales
2015-01-01,Mocana,CA,principales,Liquidez Inmediata,0.199923,indicadores_principales
2015-01-01,Mocana,CA,principales,Cobertura de Cartera,1.25952,indicadores_principales
2015-01-01,Mocana,CA,financieros,Margen de Intermediación,0.082286,indicadores_financieros
2015-01-01,Mocana,CA,financieros,Spread Tasas de Interés,0.073172,indicadores_financieros
2015-01-01,Mocana,CA,financieros,Activos Improductivos,0.03581,indicadores_financieros
2015-01-01,Mocana,CA,financieros,Apalancamiento,8.081008,indicadores_financieros
2015-01-01,Mocana,CA,morosidad,Morosidad Simple,0.060724,indicadores_morosidad
2015-01-01,Mocana,CA,morosidad,Morosidad Estresada,0.093314,indicadores_morosidad
2015-01-01,Mocana,CA,morosidad,Índice Riesgo Crédito,0.073706,indicadores_morosidad
2015-01-01,ADOPEM,BA,principales,ROA,0.021545,indicadores_principales
2015-01-01,ADOPEM,BA,principales,ROE,0.179218,indicadores_principales
2015-01-01,ADOPEM,BA,principales,Eficiencia Operacional,0.535846,indicadores_principales
2015-01-01,ADOPEM,BA,principales,Liquidez Inmediata,0.187354,indicadores_principales
2015-01-01,ADOPEM,BA,principales,Cobertura de Cartera,1.459071,indicadores_principales
2015-01-01,ADOPEM,BA,financieros,Margen de Intermediación,0.088082,indicadores_financieros
2015-01-01,ADOPEM,BA,financieros,Spread Tasas de Interés,0.071008,indicadores_financieros
2015-01-01,ADOPEM,BA,financieros,Activos Improductivos,0.034811,indicadores_financieros
2015-01-01,ADOPEM,BA,financieros,Apalancamiento,8.477763,indicadores_financieros
2015-01-01,ADOPEM,BA,morosidad,Morosidad Simple,0.059705,indicadores_morosidad
2015-01-01,ADOPEM,BA,morosidad,Morosidad Estresada,0.08839,indicadores_morosidad
2015-01-01,ADOPEM,BA,morosidad,Índice Riesgo Crédito,0.074876,indicadores_morosidad
2015-01-01,Bancamérica,BA,principales,ROA,0.019509,indicadores_principales
2015-01-01,Bancamérica,BA,principales,ROE,0.171311,indicadores_principales
2015-01-01,Bancamérica,BA,principales,Eficiencia Operacional,0.545658,indicadores_principales
2015-01-01,Bancamérica,BA,principales,Liquidez Inmediata,0.218979,indicadores_principales
2015-01-01,Bancamérica,BA,principales,Cobertura de Cartera,1.246512,indicadores_principales
2015-01-01,Bancamérica,BA,financieros,Margen de Intermediación,0.085612,indicadores_financieros
2015-01-01,Bancamérica,BA,financieros,Spread Tasas de Interés,0.07189,indicadores_financieros
2015-01-01,Bancamérica,BA,financieros,Activos Improductivos,0.03426,indicadores_financieros
2015-01-01,Bancamérica,BA,financieros,Apalancamiento,8.046828,indicadores_financieros
2015-01-01,Bancamérica,BA,morosidad,Morosidad Simple,0.059375,indicadores_morosidad
2015-01-01,Bancamérica,BA,morosidad,Morosidad Estresada,0.092885,indicadores_morosidad
2015-01-01,Bancamérica,BA,morosidad,Índice Riesgo Crédito,0.073954,indicadores_morosidad
2015-01-01,Banfond,BA,principales,ROA,0.019163,indicadores_principales
2015-01-01,Banfond,BA,principales,ROE,0.160338,indicadores_principales
2015-01-01,Banfond,BA,principales,Eficiencia Operacional,0.55586,indicadores_principales
2015-01-01,Banfond,BA,principales,Liquidez Inmediata,0.192959,indicadores_principales
2015-01-01,Banfond,BA,principales,Cobertura de Cartera,1.386832,indicadores_principales
2015-01-01,Banfond,BA,financieros,Margen de Intermediación,0.073919,indicadores_financieros
2015-01-01,Banfond,BA,financieros,Spread Tasas de Interés,0.074679,indicadores_financieros
2015-01-01,Banfond,BA,financieros,Activos Improductivos,0.04153,indicadores_financieros
2015-01-01,Banfond,BA,financieros,Apalancamiento,8.347621,indicadores_financieros
2015-01-01,Banfond,BA,morosidad,Morosidad Simple,0.061542,indicadores_morosidad
2015-01-01,Banfond,BA,morosidad,Morosidad Estresada,0.095113,indicadores_morosidad
2015-01-01,Banfond,BA,morosidad,Índice Riesgo Crédito,0.075159,indicadores_morosidad
2015-01-01,Motor Crédito,BA,principales,ROA,0.020465,indicadores_principales
2015-01-01,Motor Crédito,BA,principales,ROE,0.158083,indicadores_principales
2015-01-01,Motor Crédito,BA,principales,Eficiencia Operacional,0.506797,indicadores_principales
2015-01-01,Motor Crédito,BA,principales,Liquidez Inmediata,0.196466,indicadores_principales
2015-01-01,Motor Crédito,BA,principales,Cobertura de Cartera,1.62754,indicadores_principales
2015-01-01,Motor Crédito,BA,financieros,Margen de Intermediación,0.084024,indicadores_financieros
2015-01-01,Motor Crédito,BA,financieros,Spread Tasas de Interés,0.071607,indicadores_financieros
2015-01-01,Motor Crédito,BA,financieros,Activos Improductivos,0.03785,indicadores_financieros
2015-01-01,Motor Crédito,BA,financieros,Apalancamiento,8.760934,indicadores_financieros
2015-01-01,Motor Crédito,BA,morosidad,Morosidad Simple,0.059837,indicadores_morosidad
2015-01-01,Motor Crédito,BA,morosidad,Morosidad Estresada,0.092721,indicadores_morosidad
2015-01-01,Motor Crédito,BA,morosidad,Índice Riesgo Crédito,0.075106,indicadores_morosidad
2015-02-01,Banco Popular Dominicano,BM,principales,ROA,0.020633,indicadores_principales
2015-02-01,Banco Popular Dominicano,BM,principales,ROE,0.193993,indicadores_principales
2015-02-01,Banco Popular Dominicano,BM,principales,Eficiencia Operacional,0.499333,indicadores_principales
2015-02-01,Banco Popular Dominicano,BM,principales,Liquidez Inmediata,0.207235,indicadores_principales
2015-02-01,Banco Popular Dominicano,BM,principales,Cobertura de Cartera,1.340017,indicadores_principales
2015-02-01,Banco Popular Dominicano,BM,financieros,Margen de Intermediación,0.086863,indicadores_financieros
2015-02-01,Banco Popular Dominicano,BM,financieros,Spread Tasas de Interés,0.071338,indicadores_financieros
2015-02-01,Banco Popular Dominicano,BM,financieros,Activos Improductivos,0.039605,indicadores_financieros
2015-02-01,Banco Popular Dominicano,BM,financieros,Apalancamiento,8.937946,indicadores_financieros
2015-02-01,Banco Popular Dominicano,BM,morosidad,Morosidad Simple,0.054687,indicadores_morosidad
2015-02-01,Banco Popular Dominicano,BM,morosidad,Morosidad Estresada,0.086907,indicadores_morosidad
2015-02-01,Banco Popular Dominicano,BM,morosidad,Índice Riesgo Crédito,0.070645,indicadores_morosidad
2015-02-01,Banco de Reservas,BM,principales,ROA,0.018559,indicadores_principales
2015-02-01,Banco de Reservas,BM,principales,ROE,0.156975,indicadores_principales
2015-02-01,Banco de Reservas,BM,principales,Eficiencia Operacional,0.509314,indicadores_principales
2015-02-01,Banco de Reservas,BM,principales,Liquidez Inmediata,0.216673,indicadores_principales
2015-02-01,Banco de Reservas,BM,principales,Cobertura de Cartera,1.587179,indicadores_principales
2015-02-01,Banco de Reservas,BM,financieros,Margen de Intermediación,0.087884,indicadores_financieros
2015-02-01,Banco de Reservas,BM,financieros,Spread Tasas de Interés,0.072756,indicadores_financieros
2015-02-01,Banco de Reservas,BM,financieros,Activos Improductivos,0.03841,indicadores_financieros
2015-02-01,Banco de Reservas,BM,financieros,Apalancamiento,8.929687,indicadores_financieros
2015-02-01,Banco de Reservas,BM,morosidad,Morosidad Simple,0.056043,indicadores_morosidad
2015-02-01,Banco de Reservas,BM,morosidad,Morosidad Estresada,0.086667,indicadores_morosidad
2015-02-01,Banco de Reservas,BM,morosidad,Índice Riesgo Crédito,0.06707,indicadores_morosidad
2015-02-01,BHD León,BM,principales,ROA,0.020357,indicadores_principales
2015-02-01,BHD León,BM,principales,ROE,0.175664,indicadores_principales
2015-02-01,BHD León,BM,principales,Eficiencia Operacional,0.533586,indicadores_principales
2015-02-01,BHD León,BM,principales,Liquidez Inmediata,0.208117,indicadores_principales
2015-02-01,BHD León,BM,principales,Cobertura de Cartera,1.287381,indicadores_principales
2015-02-01,BHD León,BM,financieros,Margen de Intermediación,0.082695,indicadores_financieros
2015-02-01,BHD León,BM,financieros,Spread Tasas de Interés,0.072118,indicadores_financieros
2015-02-01,BHD León,BM,financieros,Activos Improductivos,0.035625,indicadores_financieros
2015-02-01,BHD León,BM,financieros,Apalancamiento,7.917953,indicadores_financieros
2015-02-01,BHD León,BM,morosidad,Morosidad Simple,0.056623,indicadores_morosidad
2015-02-01,BHD León,BM,morosidad,Morosidad Estresada,0.088362,indicadores_morosidad
2015-02-01,BHD León,BM,morosidad,Índice Riesgo Crédito,0.066267,indicadores_morosidad
2015-02-01,Scotiabank RD,BM,principales,ROA,0.018649,indicadores_principales
2015-02-01,Scotiabank RD,BM,principales,ROE,0.145569,indicadores_principales
2015-02-01,Scotiabank RD,BM,principales,Eficiencia Operacional,0.559614,indicadores_principales
2015-02-01,Scotiabank RD,BM,principales,Liquidez Inmediata,0.228253,indicadores_principales
2015-02-01,Scotiabank RD,BM,principales,Cobertura de Cartera,1.568341,indicadores_principales
2015-02-01,Scotiabank RD,BM,financieros,Margen de Intermediación,0.081398,indicadores_financieros
2015-02-01,Scotiabank RD,BM,financieros,Spread Tasas de Interés,0.077391,indicadores_financieros
2015-02-01,Scotiabank RD,BM,financieros,Activos Improductivos,0.036734,indicadores_financieros
2015-02-01,Scotiabank RD,BM,financieros,Apalancamiento,8.508884,indicadores_financieros
2015-02-01,Scotiabank RD,BM,morosidad,Morosidad Simple,0.05566,indicadores_morosidad
2015-02-01,Scotiabank RD,BM,morosidad,Morosidad Estresada,0.086689,indicadores_morosidad
2015-02-01,Scotiabank RD,BM,morosidad,Índice Riesgo Crédito,0.067009,indicadores_morosidad
2015-02-01,Banesco,BM,principales,ROA,0.017642,indicadores_principales
2015-02-01,Banesco,BM,principales,ROE,0.166916,indicadores_principales
2015-02-01,Banesco,BM,principales,Eficiencia Operacional,0.540934,indicadores_principales
2015-02-01,Banesco,BM,principales,Liquidez Inmediata,0.213274,indicadores_principales
2015-02-01,Banesco,BM,principales,Cobertura de Cartera,1.344709,indicadores_principales
2015-02-01,Banesco,BM,financieros,Margen de Intermediación,0.081685,indicadores_financieros
2015-02-01,Banesco,BM,financieros,Spread Tasas de Interés,0.071524,indicadores_financieros
